ID,微博内容
96,【习近平对天津滨海新区爆炸作出重要指示】#情况通报#①习近平对天津滨海新区爆炸作出重要指示，李克强对救援和应急处置工作做出批示。②初步统计，事故已致14人死亡，400余人受伤。③二次爆炸使部分救援人员仍被困。④5个监测点位空气质量指数未见异常。⑤相关企业负责人已被控制@中国新闻网 ????????
97,【天津市血液中心公布献血电话】#情况通报#针对目前滨海新区发生的爆炸事件，天津市血液中心现已做好抢救伤员所需应急血液的准备工作，请市民放心。如有热心市民想参加献血，您可以到市血液中心大厅预约报名，并于明天到全市各个街头献血车献血。献血预约电话：27611233。 天津·铃铛阁街@津城献血 ????????
98,【一危险品仓库集装箱堆场起火爆炸，现场正在紧急救援，原因及伤亡人数正在调查核实中】#情况通报###8月12日22时52分许，天津市滨海新区天津港7号卡子门瑞海国际物流公司危险品仓库集装箱堆场起火爆炸，造成轻轨东海路站建筑及周边居民楼受损，爆炸原因及伤亡人数正在调查核实中。详情戳图@平安天津 ????????
99,【六名天津滨海新区爆炸牺牲民警下葬】25日，塘沽烈士陵园为六名天津港公安局烈士举行安葬仪式，六位烈士分别是陈嘉华、陈勇军、赵飞、张干生、殷乐刚、谷守健，社会各界人士来到烈士墓前，献上鲜花，致以崇高敬意。目前，陵园已经安葬了十名烈士的骨灰。中秋节，难团圆。再送战友一程！ ????????
100,#天津港爆炸事故#【12人被刑事拘留】天津爆炸事故开始追责：天津交通委主任武岱、天津安监副局长高怀友、滨海新区安监局长曹春波、天津海关副关长王家鹏等11名官员被立案侦查并采取刑事强制措施。瑞海董事长于学伟、副董事长董社轩、中滨海盛安评评价师曾凡强等12人被警方刑拘。O天津爆炸事故23名责任人被抓 ????????
101,【天津港爆炸事故失联人员家属服务中心热线电话公布】据@天津8890（天津便民服务专线平台官方微博）天津滨海新区建立了8·12失联人员家属服务中心，热线电话也同时对外公布。据了解，这些热线电话都是专机专用，安排专人值班，每天在工作时间接收失联人员家属打来电话进行信息登记。帮忙扩散！ ????????
102,#天津滨海新区危险品仓库爆炸#【确认2名消防战士罹难】8月17日10时，不幸的消息再度传来，又有2名消防战友牺牲，他们是天津市公安消防总队开发支队蔡家远、保税支队王琪。截止目前，消防官兵牺牲19人，失联5人，受伤69人。天津新闻发布会16日消息：天津港公安局消防支队有72名消防员失联。 ????????
103,#天津滨海爆炸#【李克强：要一视同仁对待现役和非现役牺牲消防人员】李克强今日下午来到天津滨海新区临时灵堂，向“8.12”火灾爆炸事故中牺牲的消防人员默哀并三鞠躬。他说，牺牲的现役和非现役的消防人员履行同样的职责，也应一视同仁对待，让他们得到同样的抚恤和荣誉。O李克强:对天津爆炸彻查追责 ????????
104,【公安部消防局：这是一次前所未有的灭火救援】公安部消防局副局长、总工程师杜兰萍在接受新华社记者专访时表示，#天津滨海新区危险品仓库爆炸#是新中国以来，消防官兵伤亡最为惨重的事件，场面十分惨烈，救援难度前所未有，我们决不放弃一个失联人员。°??这是一次前所未有的灭火救援 ????????
105,#微博辟谣#【天津滨海新区爆炸第一天 需要辟谣和澄清的13件事↓↓】#天津港爆炸事故#救援仍在紧张进行中。然而，比救援来得还要快的，是屡禁不止的谣言。这些谣言一遍遍地传播，即便无意，也是在别人的伤口上撒盐。@观察者网 整理了流传甚广的13条谣言，希望谣言能止于真相。详戳：O天津滨海新区爆炸第一天，需要辟谣和澄清的13... ????????
106,【最新：调集增援力量】根据天津市滨海新区危化品堆垛爆炸事故救援情况，公安部消防局13日晚上发布命令，调集河北沧州、廊坊、唐山消防支队的化学灾害事故救援队共130名消防官兵、16台消防车、2套远程供泡沫系统进行增援。
107,#天津港爆炸事故#【致哀，致敬！战友走好】天津滨海新区危化品爆炸发生后，当地46个消防中队的143辆消防车1000余名官兵赶赴现场全力处置。灭火中，6名消防战士壮烈牺牲，18名官兵失联，66名官兵受伤。牺牲的战友，一路走好！受伤的战友，挺住！失联的战友，平安！ ????????
108,【扩散！天津滨海高速部分路段交通管制】据交通运输部路网中心，受#天津港爆炸事故#影响，天津境内滨海高速南岗站入口、轻纺城站入口、临港站出口、永定新河站出口交通管制，河北境内沿海高速歧口主线站天津方向交通管制，恢复时间待定。O中新网直播：天津滨海新区深夜发生剧烈爆炸
109,#天津港爆炸事故#【最新：17人遇难 部分救援人员被困】12日晚11时20分左右，天津港瑞海公司所属危险品仓库发生爆炸。①目前事故已致17人死亡，32人危重，283人入院。②灭火过程发生2次爆炸，部分救援人员仍被困。③滨海新区通报：5个监测点位空气质量指数未见异常。④相关企业负责人已被控制。 ????????
110,【天津滨海因火灾爆炸事故停电小区陆续恢复供电】8月23日17时，天津滨海新区万科海港城小区TM250配电室经滨海供电公司全力抢修，小区内首片公共区域恢复供电。事故发生后，滨海新区海港城、启航嘉园两个距爆炸点最近、受损最严重的小区共7座配电室，受到不同程度破坏，造成两个小区电力供应中断。 ????????
111,【保电人的忙碌夜】在此次事故当中，国家电网天津滨海供电部门除了加紧抢修之外，还开展了临时用电应急照明工作……详戳视频 O滨海新区危险品仓库爆炸事故：保电人的忙碌夜????????????
112,【救治现场：急救车昼夜紧急转运伤员】爆炸发生后，天津市急救中心紧急调派了塘沽全部的7部急救车，并从市内各区陆续调派了26部救护车增援，很多备班的医生护士连夜从家中赶赴工作岗位。滨海新区几家医院的收治能力已经基本饱和，按照事故救援指挥部的要求，现在重症伤员正在陆续往市区三甲医院集中。 ????????
113,#天津爆炸救治#8月13日晚，国务院副总理刘延东赴津探望在天津滨海新区瑞海公司危险品仓库爆炸事故中受伤人员并慰问家属，向英勇救援的武警消防战士和受伤群众转达了党中央、国务院的亲切慰问，向奋战在一线的医务人员表达了感谢。14日凌晨，刘延东在天津滨海新区召开会议，研究部署进一步救治工作。 ????????
114,#天津滨海新区爆炸事故医疗救援# 事故后，国家卫生计生委主任李斌立即要求天津市卫生计生委全力抢救伤员，尽最大努力减少死亡和残疾。崔丽副主任带领北京医疗专家连夜赶赴天津。国家卫生计生委正从北京等地调配血液、药品等物资，组织医疗专家赴天津。天津市卫生计生委正调动全市力量开展医疗救援。????????????
115,【路况信息】截至今日8时，天津市滨海新区危险品仓库爆炸事故仍在处理之中，受其影响，天津境内海滨高速南港站入口、轻纺城北站入口、临港站出口、永定新河站出口仍处于管制状态，恢复时间待定。 ????????
116,【路况信息】昨日夜间，天津市滨海新区发生危险品仓库爆炸事故。受其影响，天津境内滨海高速南岗站入口、轻纺城站入口、临港站出口、永定新河站出口交通管制，河北境内沿海高速歧口主线站天津方向交通管制，恢复时间待定。 ????????
117,#一线信息快递# 今天上午，部分媒体记者来到滨海新区公安局采访了解火灾爆炸事故发生后，警方如何快速处置应对突发事件。据滨海新区公安局指挥室副主任周群介绍，爆炸发生后第一时间，五部警车迅速赶到现场，及时反馈情况、同时设置警戒线并开始抢救伤员。连日来，新区公安局每天出动2100人参与救援。 ????????
118,2015年8月12日晚，滨海新区开发区瑞海公司危险品仓库发生爆炸，为服务受灾群众急需《户籍证明》、补办补领或使用居民户口簿、居民身份证等户籍证件的需求，市公安局人口管理办公室落实市局民生服务工作部署，迅速开辟户政“绿色通道”服务受灾群众。 ????????
119,天津站-塘沽，土城-洋货公交开通//@津门巴士网:【资讯】因爆炸影响，滨海新区公交公司对如下线路做出线路调整。同时开通塘沽洋货市场至土城地铁站的公交专线。
120,【泰达MALL恢复营业 足球场场地9月底可对外开放】目前滨海新区多家商业都开始了正常营业状态。昨天，距离爆炸事故最近的泰达时尚购物中心也正式恢复营业。同时，天津开发区还将对周边配套环境进行改造，提升这里的居住环境。9月底，足球场的场地部分可向市民开放。 ????????
121,【救助伤员抢运图纸 保证Z4线建设进度】天津港“8·12”爆炸事故中，肩负滨海新区轨道交通Z4线项目建设任务的天津泰达城市轨道建设开发有限公司受损严重。虽然办公地点距爆炸核心区不到一公里，但为了不影响Z4线前期建设的进度，他们第一时间展开自救，仅7天的时间便恢复正常办公，办公楼将在原址重建。 ????????
122,【流动警务室扎营泰达医院 坚守保障生命通道畅通】天津港“8·12”爆炸事故发生第二天，滨海新区公安局开发分局南海路派出所副所长回立华和流动警务室就搬到了距事故发生地最近的泰达医院疏导秩序，调节纠纷，服务市民，至今已坚守了20多天。目前，流动警务室正参与善后援建工作，继续24小时坚守岗位。 ????????
123,【站好最后一班岗：救援老兵退伍 将感动留在天津】昨天起，武警滨海新区支队有366名来自河南、黑龙江、内蒙古的老兵退役，踏上回家的征程。在天津港“8·12”危险品仓库爆炸事故发生后，这些即将退伍的老兵主动请缨去前线支援，“完成任务，我们才退伍！”他们站好了最后一班岗，将感动留在了天津！ ????????
124,【滨海新区党员干部协力修缮：要让大伙住得安心】天津港“8.12”危险品仓库爆炸事故后，滨海新区塘沽街道党员干部紧急集结，分兵两路，一路直奔救援一线疏散居民安置群众，一路迅速深入辖区内社区，排查房屋险情，前线和后方，都有他们忙碌的身影。“让大伙住得安心，我们的工作就没有白干！” ????????
125,【爆炸事故后滨海新区新注册内资企业875家 数量未减反增】天津港“8·12”危险品仓库爆炸事故发生后，滨海新区行政审批局第一时间启动应急预案。派出专门的帮办人为外资、内资企业提供无偿、全程的帮办服务。设立企业数未减反增。8月13日—8月31日，新区审批局共完成接件1294件，新设立内资企业875家。 ????????
126,【9420户签约受损住宅处置 居民对政策表示认可】截至9月3日，“8·12”爆炸事故受损住宅处置协议签约9420户。新区有关部门对《关于天津港“8·12”特别重大火灾爆炸事故居民严重受损住宅处置方式的说明》进行耐心、细致、准确解读，许多居民对政策表示认可，感觉“吃了定心丸”，绝大部分居民当场签约。 ????????
127,【179名学生得到妥善安置 实验小学将引入天津港】在天津港8·12瑞海公司危险品化学仓库特别重大火灾爆炸事故中受到影响的学生得到了妥善安置，新区各中小学全部如期开学。为了进一步扩大优质教育资源，新区计划在天津港地区引进天津市实验小学，满足广大人民群众的需求，促进教育均衡发展。 ????????
128,【事故面前危险算什么—记公安局巡(特)警支队】天津港“8·12”瑞海公司爆炸事故发生后，滨海新区公安局巡(特)警支队作为继天津港公安局及其所属消防支队之后第一支到达现场的队伍，他们义无反顾，连续奋战。在最初30个小时，抢救受伤武警官兵、消防队员及群众30余人。截至目前，他们仍然坚守在一线。 ????????
129,//@滨海发布: 【房屋受损学生分三类转移安置】滨海新区教体委按照家长诉求，妥善安置在8.12爆炸事故中因家庭居住房屋受损不能在原学校上学的学生。目前，提出安置申请的共有179名学生，分三类转移安置：一是本区内安置74名；二是市内其它区县安置47名；三是外来务工人员子女回外省市的58名。
130,【滨海新区受损住宅善后启动 首日477户居民签协议】8月31日，天津港8·12特别重大火灾爆炸事故造成爆炸点核心区附近居民房屋受损，新区对因事故严重受损住宅善后处置工作正式启动，首日已有477户居民签署了收购处置协议、修缮赔偿处置协议或已售未交住宅处置协议，现场咨询或电话咨询的居民6500余人次。 ????????
131,【毁了的只是房子，可我们的家还在这】昨天，是爆炸事故发生后的第19天，海港城小区居民陆续返回家中拿回自己的用品，各种心理疏导也逐渐开始。居住在海港城的许锡庆，同时也是滨海新区政法委干部，他说：“受损的只是房子，但我的家还在。邻居们互报平安，不管怎样还是要住在一起，还要一起回家。” ????????
132,【救援也有普通人的一份力：众志成城 共伸援手】距天津港“8·12”瑞海公司重大火灾爆炸事故发生已近20天，这期间，消防官兵、志愿者、医务工作者给人们带来了很多感动。在事故发生后，还有许许多普通人在用自己的努力为塘沽带来温暖、让搜救更加顺畅，大家众志成城，为滨海新区的恢复做着努力。 ????????
133,【滨海新区中小学如期开学 学校准备特殊第一课】今天，滨海新区300余所中小学将如期开学，目前，学生报到、注册和返校工作已经全部完成，受爆炸影响校舍的玻璃和门窗已经修缮一新，环境监测车也实时监测区域内环境质量，保障孩子们在正常的环境中学习上课。 ????????
134,【“8·12”爆炸事故严重受损住宅处置方式说明出台】为尽快恢复生活秩序，昨日，滨海新区房屋管理局下发《关于天津港8·12特别重大火灾爆炸事故居民严重受损住宅处置方式的说明》。其中确定了受事故影响严重的小区受损住宅处置方式，一房一价。具体处置分为收购、修复赔偿和已售未交付住宅处置三种方式。 ????????
135,【滨海新区8890专线24小时受理群众答疑】天津港“8·12”瑞海公司火灾爆炸事故发生后，滨海新区行政审批局迅速抽调精兵强将，由10多人组成滨海新区8890服务中心工作团队，24小时坚守岗位，接听、回答大量受灾群众问题，目前已受理专线服务近400件，便民服务500余件，及时为事故核心区居民提供信息服务。 ????????
136,【滨海新区保障出入境秩序正常 天津口岸保持畅通】8月12日晚，天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故发生后，天津出入境边防检查部门很多民警的家庭遭受了损失，但是他们积极开展互助自救，坚守工作岗位，维护天津口岸的正常出入境秩序。@平安天津 ????????
137,【天津检察机关对爆炸事故涉嫌盗窃嫌犯依法批捕】据@天津市人民检察院 ：2015年8月27日，天津滨海新区塘沽检察院对天津港“8.12”特别重大火灾爆炸事故现场一涉嫌盗窃犯罪嫌疑人依法批准逮捕。°2015年8月27日 ??????????查看图片
138,【滨海新区企业陆续恢复生产】自天津港8·12特别重大火灾爆炸事故发生至今，已经过去十几天，爆炸核心区周边曾一度停工的霍尼韦尔、奥的斯电梯、约翰迪尔等众多企业先后恢复生产，天津港主航道也已恢复双向通航，坚强滨海，一切正努力回归正常。 via@滨海发布 ????????
139,"【""8.12""事故房屋应急鉴定报告公布】据@滨海发布 ：目前，滨海新区规划和国土资源管理局已将受爆炸事故影响最严重的海港城清水蓝湾1、2、3、4、5、6、8、10号楼，启航嘉园1、2、3号楼，金域蓝湾5号楼的《房屋应急鉴定报告》发布到该局的政务网上，大家可点击下载→O网页链接 ????????"
140,【康定人民心系天津 爱心千里驰援津城】天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故发生后，远在康藏高原的康定人们捐赠了价值110万元的仙人掌果！据了解，仙人掌果能促进人体正常纤维细胞的扩展再生，不论对身体内部还是剥皮创伤的愈合都很有好处，首批价值33万元水果昨天已运抵滨海新区。 ????????
141,【小伙儿徒手挖出被埋民警：一场生死之间的寻找】8月12日深夜的一声巨响，让许多居住在滨海新区的人们从熟睡中惊醒。从甘肃天水来天津打工的25岁青年包永弟当时正在手机上刷朋友圈，一个“第五大街附近发生爆炸”的信息让他瞬间没有了睡意。没有多想，包永弟立即打了一辆车向发生事故的方向赶去。 ????????
142,//@滨海发布: 截止到目前，受灾最为严重的滨海新区海港城、启航嘉园两个小区已经陆续恢复送电。同时，距离爆炸现场最近受损严重的220千伏鄱泰一二线路更换导线工作也已进入尾声，预计27日导线将全部更换完成重新送电。
143,【滨海新区公安开辟“绿色通道”办理户籍证件】天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故发生后，为满足受灾群众急需《户籍证明》，补办补领或使用《居民户口簿》、居民身份证等户籍证件的需求，滨海新区人口服务管理部门及时开通户籍业务“绿色通道”和便民、利民服务措施。 ????????
144,【高新区各界祭奠捐助英勇献身的消防官兵】日前，高新区总工会组织30余名基层工会主席赴开发区消防支队特勤五中队参与悼念活动，深切哀悼在此次天津港“8.12”瑞海公司危险品仓库特别重大火灾爆炸事故中英勇献身的消防官兵们。 ????????
145,【身边的“守护神”：我们一直在你身边】天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故发生后，滨海新区公安局公安干警第一时间投入战斗，他们舍小家顾大家，至今仍然坚守在岗位上，无怨无悔，甘当百姓身边的“守护神”。 ????????
146,【把关舌尖安全 安置点群众吃喝很放心】自天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故发生后，滨海新区市场监管局每天对临时安置点及送餐量大的配餐单位进行驻点监督保障，执法人员每天工作在一线，从原材料到制作工程全程“把关”，保障食品安全。 ????????
147,【滨海新区区长张勇就事故受损房屋处置问题答问】就天津港“8.12”瑞海公司危险品仓库特别重大火灾爆炸事故受损房屋善后处置问题，滨海新区区长张勇答记者问。具体内容请戳↓查看 ????????
148,【志愿者徒手挖掘两小时 救出因爆炸被埋民警】8月13日凌晨，天津港危险品仓库爆炸事故发生后，天津高新区塘沽海洋科技园企业员工包永弟不惧危险，只身前往爆炸现场，与另外三名志愿者经过两个小时的徒手挖掘，救出天津港公安局交警支队民警王建军。经检查，受伤民警王建军腰椎侧面骨折，现病情稳定。 ????????
149,【天津港爆炸事故第10场发布会】中国国际广播电台记者：是不是就像坊间所传言的那种，还有一些危化企业在滨海新区范围之内？如果是的话下一步怎么处置？是不是要把他们转移到一个特定的区域，以避免这次事故再次发生？ ????????
150,【天津社会各界用不同方式向遇难者表示哀悼】8月12号晚11点30分，天津滨海新区瑞海公司危险品仓库发生爆炸。8月18日晚上，天津市社会各界在医院、广场、公园等地通过不同的方式，自发组织活动悼念在事故中遇难的同胞。 ????????
151,宗国英表示，这次火灾爆炸事故伤亡惨重，损失很大。事故发生在滨海新区区域内，我作为区委书记感到非常痛心，也非常自责。这里我向遇难者表示沉痛的哀悼，向伤亡者的家属和受灾的群众表示慰问。
152,【天津举行悼念活动 哀悼事故死难者】今天，天津举行多种悼念活动，哀悼在天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故中死难者。上午9:00，主会场：天津滨海新区京门大街街心公园。 ????????
153,【“一线行动组”志愿者:把物资亲手送到官兵手中】“为奋战在救援一线的官兵们提供各种所需的物资和帮助，把好质量关，亲自将物资送到官兵手上。”这是一线行动组志愿者们的“誓言”。天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故发生以后，大量志愿者涌入滨海新区和救援官兵同在“一线”。 ????????
154,【李克强：要一视同仁对待现役和非现役牺牲的消防人员】李克强16日下午来到天津滨海新区临时灵堂，向“8.12”火灾爆炸事故中牺牲的消防人员默哀并三鞠躬。他说，牺牲的现役和非现役的消防人员履行同样的职责，也应一视同仁对待，让他们得到同样的抚恤和荣誉。（新华社） ????????
155,【台湾各界同胞密切关注“8.12”爆炸事故 纷纷捐款捐物献血】滨海新区瑞海公司危险品仓库“8.12”爆炸事故发生后，台湾各界同胞纷纷来电、来信，对事故的发生及抢险救灾进展表示深切关注。在津台商、台胞和岛内各界朋友纷纷伸出援手，捐款、捐物、献血，折合人民币613万元。 ????????
156,【滨海新区危险品仓库爆炸事故已造成85人死亡】#天津港危险品仓库爆炸#事故现场新闻中心权威发布：截至14日晚，天津港“812”瑞海公司危险品仓库特别重大火灾爆炸事故，死亡人数已上升至85人。 ????????
157,【滨海新区14日夜或有雷阵雨 双休日西南风为主】#天津港危险品仓库爆炸#截止到8月14日下午17点，滨海新区气温为30.5℃，相对湿度为41%，风力为西北偏西，风力为3.9米每秒。根据目前会商结果显示，15日、16日，事故现场的天气以晴间多云为主，上午为西南风，下午转为南风2到3级，最高气温为33℃左右。 ????????
158,【滨海新区危险品仓库爆炸事故已造成56人死亡】#天津港危险品仓库爆炸#事故现场新闻中心权威发布：截至今日15时，此次爆炸事件共造成56人死亡，其中消防人员21人；住院治疗721人，其中危重症25人，重症33人。 ????????
159,【天津民政部门紧急调运救灾物资驰援】#天津港危险品仓库爆炸#发生后，市民政局迅速启动救灾应急预案，紧急向滨海新区调拨救灾专用帐篷、折叠床、毛巾被、口罩等救灾物资，现已全部到位。目前，市民政局已落实后续救灾物资、人员等相关事项，确保按照市委、市政府的部署要求随时驰援现场。@天津民政 ????????
160,【滨海新区危险品仓库爆炸事故已造成50人死亡】#天津港危险品仓库爆炸#滨海新区危险品仓库爆炸事故最新伤亡人数发布：截止13日21时，此次爆炸事故共造成50人死亡；其中消防人员17人；住院治疗701人，其中重症伤员70人。另据天津港集团公司报告，目前有数十人尚无法取得联系，正在积极搜救中。 ????????
161,8月14日上午10点，在滨海新区美华大酒店（滨海新区黄海路10号）召开8·12危险品仓库爆炸事故新闻发布会。届时向媒体发布事故处置进展等情况。 ????????
162,【滨海新区危险品仓库爆炸事故已造成50人死亡】#天津港危险品仓库爆炸#滨海新区危险品仓库爆炸事故最新伤亡人数发布：截至今日18时，此次爆炸事故共造成50人死亡；住院治疗701人，其中重症伤员71人。 ????????
163,#天津港危险品仓库爆炸#事件发生后，市气象局启动了重大突发事件气象保障一级应急响应，密切监视天气、开展天气会商，全力开展应急气象保障工作。凌晨2时39分以来，滨海新区气象局气象应急小组在事故现场附近，布设移动自动气象站开展现场气象观测。现发布爆炸事故现场天气展望↓@天津气象 ????????
164,@天津环保发布 《关于滨海新区瑞海公司危险品仓库爆炸事故环境应急监测情况》
165,【两条轻轨临时公交专线开通 解决市民出行需求】#天津港危险品仓库爆炸#事故发生后，公交行业对原有市区通往滨海新区和滨海新区通往市区的8条公交线路，增加运营车辆，加密发车间隔。同时，应对轻轨停运，从今天6:15起，公交行业开通两条代替轻轨的临时公交线路。两条临时公交线路配车共计120部。戳↓ ????????
166,【滨海新区停车场实行运送伤员车辆免费停放】#天津港危险品仓库爆炸#今晨，负责管理新区的停车泊位的公众停车公司第七分公司启动应急预案。通知所属停车场开启救助伤员车辆绿色通道，救助伤员车辆免费存放，并保证车场车辆安全，协助疏导交通。同时，值班、备班人员立即到岗，维护医院周边停车场秩序。 ????????
167,【滨海新区市场监管局保障食品药品安全】#天津港危险品仓库爆炸#从滨海新区市场监管局召开的紧急会议上了解到，滨海新区市场监管局将采取多项措施，全力保障食品安全和药品、医疗器械安全。针对群众基本生活需要的米、面、油、饮用水、方便食品等品种，坚持定向监测、跟踪监测和快速检测相结合。 ????????
168,【滨海新区市场监管局排查特种设备安全隐患】#天津港危险品仓库爆炸#8月12日23时30分许，天津滨海新区瑞海公司危险品仓库发生爆炸后，滨海新区市场监管局启动应急预案，对特种设备安全关键环节进行监督排查。 ????????
169,【天津市民踊跃奉献爱心 采血车前排起长队】#天津港危险品仓库爆炸#昨晚，天津滨海新区瑞海公司危险品仓库发生爆炸。天津站前广场采血车旁，前来献爱心的市民排起了长队，大家都是今早看到爆炸事件的新闻后赶来献爱心的。 ????????
170,【爆炸事故周边环境应急监测：6项常规指标无异常】#天津港危险品仓库爆炸#化学危险品爆炸后，群众最关心的一个问题就是空气环境质量。据悉，在滨海新区危险品仓库12日晚发生爆炸事故后，市环境监测中心第一时间在事故现场周边设置了12个空气质量应急监测点。查看即时监测情况请戳↓ ????????
171,【天津市气象台：爆炸事故现场风往海上吹】#天津港危险品仓库爆炸#自昨晚23时至今晨08时，天津地区以西风及西南风为主。在此风向下，爆炸事故排出污染物主要向东或东北方向(渤海区域)扩散。今天09时，预计滨海新区爆炸事故现场24小时之内将刮西南风，污染物将向偏东方向的渤海区域扩散，扩散速度较慢。 ????????
172,【滨海新区危险品仓库爆炸事故已造成44人死亡】#天津港危险品仓库爆炸#滨海新区危险品仓库爆炸事故最新伤亡人数发布：截止今天中午12时，此次爆炸事故共造成44人死亡，其中包括12名消防官兵；住院治疗520人，其中重症伤员66人。 ????????
173,今天下午4点30分，在滨海新区美华大酒店（滨海新区黄海路10号）召开8·12危险品仓库爆炸事故新闻发布会。届时向媒体发布现场搜救、伤员救治进展等情况。 ????????
174,【中石化天津石油所属加油站加气站未受爆炸影响】#天津港危险品仓库爆炸#昨晚，天津滨海新区瑞海公司危险品仓库发生爆炸。临近的中石化天津石油所属加油站、加气站基本安全，只有两座距离事发地较近的加油站因冲击波影响造成门窗、罩棚受损，两站员工均已安全撤离，无人员伤亡。 ????????
175,【滨海新区主要供水设施未受爆炸影响 供水正常】#天津港危险品仓库爆炸#今天上午从市水务局了解到，8月12日晚天津港国际物流中心区域内瑞海公司所属危险品仓库发生爆炸后，滨海新区主要供水设施未受爆炸影响，目前新区供水正常。 ????????
176,【天津紧急抽调应急车辆 保障市民顺利出行】#天津港危险品仓库爆炸#津滨轻轨地铁9号线今天停止运营。市交通集团投入80部大客车，保障市民顺利出行。其中在市区通莎客运站准备应急车辆40部，在滨海新区滨海(塘沽)客运总站准备应急车辆40部，为广大市民免费提供天津市区至塘沽的交通出行服务。 ????????
177,【天津港爆炸事故中52位出院伤员 转至社区卫生服务中心免费治疗】所有因天津港“8·12”瑞海公司危险品仓库特别重大火灾爆炸事故而受伤，在新区居住的出院伤员均需到居住地社区卫生服务中心继续治疗，治疗和康复将完全免费。其他的经核实后或者在市内其他区县居住，或者已返回外省市。 ????????
178,【市眼科医院参加市卫计委眼科巡查组，指导“8.12”伤者救治工作】天津市防盲办公室（天津市眼科医院）组织抽调了天津市4名眼科专家，对我市各医院“8.12”事故眼科爆炸伤患者救治情况，进行巡查指导。目前，专家组已投入到市区和滨海新区住院伤员眼外伤巡查指导救治工作之中。 ????????
179,8.14下午天津医科大学眼科医院接诊了从滨海新区赶来的患者，该患者在爆炸事件中被建筑碎片将眼部击伤，视力模糊，眼部疼痛，朱利民副主任接诊病人后，为患者进行了紧急检查，考虑到患者紧张的心情，朱利民副主任在救治过程中不断安抚患者和家属情绪，帮助其减轻心理负担，保持良好的心理状态面对疾病。 ????????
180,我发表了文章 °天津市第三中心医院集全力救治滨海新区爆炸事... ????????
181,紧急通知：市血液中心正在持续关注滨海新区爆炸事件的进展。截止到现在，来市血液中心登记献血的市民已经超过百人。目前市血液中心已经做好了应对急救用血的准备，在此也希望广大市民先好好休息。具体献血地点请见图示。 ????????
182,8月17日，公安部交通管理局发布通知，在“8.12天津滨海新区爆炸事故”调查处理期间，禁止剧毒化学品运输到天津港区。各地暂停受理目的地或途经地为天津市天津港区的剧毒化学品道路通行申请。 ????????
183,#温馨提示#天津港爆炸事故发生后，交通集团投入80部大客车，其中在市区通莎客运站准备应急车辆40部，在滨海新区滨海（塘沽）客运总站准备应急车辆40部，为广大市民免费提供天津市区至塘沽的交通出行服务。 ????????
184,#天津滨海新区危险品仓库爆炸#爆炸事故核心区外围2公里氰化物已清理完毕，今天开始清理散落在集装箱内的剧毒化学品。（By天津发布） ????????
185,【李克强：你们是英雄】李克强总理16日下午在#天津滨海新区危险品仓库爆炸#事故现场慰问救援消防官兵时说，你们不顾个人安危排查重大安全隐患，是这座城市的守护神。这次事故中消防人员牺牲最大，但仍奋战在第一线。我想格外提醒大家，越处险境越要心细。你们是英雄，人民期待英雄平安归来。 ????????
186,#天津滨海新区危险品仓库爆炸#【确认2名消防战士罹难】8月17日10时，不幸的消息再度传来，又有2名消防战友牺牲（开发支队蔡家远、保税支队王琪）。截止目前，消防官兵牺牲19人，失联5人，受伤69人。（By中国消防） ????????
187,【最新进展】#天津港爆炸事故##新闻发布会#【44人遇难，包括12名消防官兵】截至16时30分，滨海新区危险品仓库爆炸事故导致４４人死亡，包括12名消防员，住院５２１人，其中重症伤员５２人。（By滨海发布） ????????
188,为缅怀在8??12天津滨海新区爆炸事故中牺牲的战友们，湖北省消防总队创作出音乐MV《来生 让妈妈再爱你一回》。歌曲真切感人，唱出了全体消防官兵对英雄们的深切缅怀之情！谨以此歌向英勇顽强、不怕牺牲的勇士们，致以最崇高的敬意！ @湖北消防 L湖北消防总队原创歌曲《来生 让妈妈再爱你一... ????????
189,【消防无人机航拍爆炸事故现场】8月22日上午，消防无人机航拍天津滨海新区火灾爆炸事故现场：爆炸冲击变形的集装箱；烧毁的汽车；核心区爆炸形成的大坑；只剩下框架的建筑物。 ????????
190,#天津滨海新区危险品仓库爆炸#【确认2名消防战士罹难】8月17日10时，不幸的消息再度传来，又有2名消防战友牺牲，他们是天津市公安消防总队开发支队蔡家远、保税支队王琪。截止目前，消防官兵牺牲19人，失联5人，受伤69人。天津新闻发布会16日消息：天津港公安局消防支队有72名消防员失联。 ????????
191,【李克强：你们是英雄】李克强总理16日下午在#天津滨海新区危险品仓库爆炸#事故现场慰问救援消防官兵时说，你们不顾个人安危排查重大安全隐患，是这座城市的守护神。这次事故中消防人员牺牲最大，但仍奋战在第一线。我想格外提醒大家，越处险境越要心细。你们是英雄，人民期待英雄平安归来。@新华视点 ????????
